,title,rating,pick_or_not,byline,headline,pub_date,open_date
191,Mr. Chibbs,,0,DANIEL M. GOLD,"Review: In ‘Mr. Chibbs,’ Kenny Anderson Tries Another Shot",2017-05-02,2017-05-03
192,Last Men in Aleppo,,0,GLENN KENNY,"Review: ‘Last Men in Aleppo,’ Models of Courage Under Fire",2017-05-02,
193,How to Be a Latin Lover,PG-13,0,GLENN KENNY,Review: Eugenio Derbez as Just a Gigolo in ‘How to Be a Latin Lover’,2017-04-28,2017-04-28
194,A Dark Song,,1,JEANNETTE CATSOULIS,Review: ‘A Dark Song’ Soaked in Sorcery and a Woman’s Grief,2017-04-27,2017-04-28
195,Harold and Lillian: A Hollywood Love Story,,1,MONICA CASTILLO,Review: ‘Harold and Lillian’ Introduces a Hollywood Power Couple,2017-04-27,2017-04-28
196,Nise: The Heart of Madness,,1,NEIL GENZLINGER,"Review: ‘Nise,’ the Therapist Who Resisted Lobotomies",2017-04-27,2017-04-28
197,Casting JonBenet,,0,MANOHLA DARGIS,Review: ‘Casting JonBenet’ Revisits a 1996 Murder,2017-04-27,2017-04-28
198,The Circle,PG-13,0,GLENN KENNY,"Review: In ‘The Circle,’ Click Here if You Think You’re Being Watched",2017-04-27,2017-04-28
199,Boone,,0,BEN KENIGSBERG,Review: Lovingly Tending the Livestock in ‘Boone’,2017-04-27,2016-03-01
200,Buster's Mal Heart,,0,JEANNETTE CATSOULIS,Review: Rami Malek as a Drifter With a Past in ‘Buster’s Mal Heart’,2017-04-27,2017-04-28
201,LA 92,R,0,BEN KENIGSBERG,"Review: In ‘LA 92,’ the Los Angeles Riots Feel Like Today’s News",2017-04-27,2017-04-28
202,One Week and a Day,,0,NEIL GENZLINGER,"Review: In ‘One Week and a Day,’ Grief and Goofiness",2017-04-27,
203,Rupture,,0,JEANNETTE CATSOULIS,Review: ‘Rupture’ Justifies a Fear of Spiders,2017-04-27,2017-04-28
204,Natasha,,0,NEIL GENZLINGER,"Review: In the Disturbing ‘Natasha,’ Sex and Manipulation",2017-04-27,2017-04-28
205,Obit,,1,GENE SEYMOUR,Review: ‘Obit’ Follows the Team That Writes Death Notices for The Times,2017-04-25,
206,Bang! The Bert Berns Story,,0,GLENN KENNY,"Review: ‘Bang! The Bert Berns Story,’ With Juicy Showbiz Lore",2017-04-25,
207,The Happiest Day in the Life of Olli Mäki,Not Rated,1,MANOHLA DARGIS,"Review: In ‘The Happiest Day in the Life of Olli Maki,’ Love and Life on the Ropes",2017-04-20,
208,Let It Fall: L.A. 1982-1992,,1,JEANNETTE CATSOULIS,"Review: ‘Let It Fall: Los Angeles 1982-1992,’ a Wrenching John Ridley Film",2017-04-20,2017-04-28
209,Free Fire,R,1,GLENN KENNY,Review: Brie Larson as a Gangster Wrangler in ‘Free Fire’,2017-04-20,2017-04-21
210,Slack Bay,Not Rated,0,GLENN KENNY,"Review: If the ‘Slack Bay’ Characters Ask You to Lunch, Don’t Go",2017-04-20,
211,Unforgettable,R,0,NEIL GENZLINGER,Review: ‘Unforgettable’ Serves Up Yet Another Crazy Ex,2017-04-20,2017-04-21
212,The Penguin Counters,,0,KEN JAWOROWSKI,"Review: ‘The Penguin Counters,’ Cheery in Treacherous Conditions",2017-04-20,2017-04-21
213,Behind the White Glasses,,0,BEN KENIGSBERG,"Review: ‘Behind the White Glasses,’ the Divisive Lina Wertmüller",2017-04-20,
214,The Promise,PG-13,0,JEANNETTE CATSOULIS,Review: ‘The Promise’ Finds a Love Triangle in Constantinople,2017-04-20,2017-04-21
215,Tomorrow,,1,NICOLE HERRINGTON,Review: Worried About a Sustainable Tomorrow? There’s Hope,2017-04-19,2017-04-14
216,Jeremiah Tower: The Last Magnificent,R,0,ANDY WEBSTER,"Review: ‘Jeremiah Tower: The Last Magnificent,’ a Chef’s Tribulations",2017-04-19,2017-04-21
217,Citizen Jane: Battle for the City,,0,GLENN KENNY,Review: Jacobs and Moses Star in ‘Citizen Jane: Battle for the City’,2017-04-19,2017-04-21
218,Born in China,G,0,NEIL GENZLINGER,"Review: In ‘Born in China,’ an Antelope Outshines a Panda",2017-04-19,2017-04-21
219,The Lost City of Z,PG-13,1,MANOHLA DARGIS,Review: Hearts of Darkness and Light in ‘The Lost City of Z’,2017-04-13,2017-04-14
220,A Quiet Passion,PG-13,1,A.O. SCOTT,Review: ‘A Quiet Passion’ Poetically Captures Emily Dickinson,2017-04-13,
221,Norman,R,1,A.O. SCOTT,"Review: Richard Gere as ‘Norman,’ an Aspirational Fixer",2017-04-13,2017-04-14
222,Tommy's Honour,PG,0,JEANNETTE CATSOULIS,"Review: In ‘Tommy’s Honour,’ a Family Feud on and Off the Green",2017-04-13,2017-04-14
223,My Entire High School Sinking Into the Sea,PG-13,0,GLENN KENNY,"Review: Angst, Jealousy and ‘My Entire High School Sinking Into the Sea’",2017-04-13,
224,Mimosas,,0,JEANNETTE CATSOULIS,"Review: In ‘Mimosas,’ a Cryptic Mountain Trek",2017-04-13,
225,Maurizio Cattelan: Be Right Back,,0,KEN JAWOROWSKI,Review: ‘Maurizio Cattelan: Be Right Back’ Relishes a Mischievous Artist,2017-04-13,2016-04-01
226,Little Boxes,,0,NEIL GENZLINGER,"Review: In ‘Little Boxes,’ a Biracial Family Meets a White Town",2017-04-13,2017-04-14
227,Finding Oscar,,0,KEN JAWOROWSKI,"Review: ‘Finding Oscar,’ and Hope, in Massacre’s Aftermath",2017-04-13,2017-04-14
228,Chasing Trane: The John Coltrane Documentary,,0,BEN KENIGSBERG,"Review: In ‘Chasing Trane,’ Where’s the Joy of Sax?",2017-04-13,2017-04-14
229,By the Time It Gets Dark,,0,BEN KENIGSBERG,Review: A Fragmented Past in ‘By the Time It Gets Dark’,2017-04-13,
230,All These Sleepless Nights,R,0,BEN KENIGSBERG,Review: ‘All These Sleepless Nights’ Roams the Streets of Warsaw,2017-04-13,2017-04-07
231,Heal the Living,,0,JEANNETTE CATSOULIS,"Review: ‘Heal the Living,’ a Sentimental Sales Pitch for Organ Donation",2017-04-13,
232,The Fate of the Furious,PG-13,0,MANOHLA DARGIS,Review: Family Values and Hot Rides in ‘Fate of the Furious’,2017-04-12,2017-04-14
233,Glory,,1,GLENN KENNY,Review: The ‘Glory’ of a Good Deed (and Its Fallout),2017-04-11,
234,Your Name,PG,1,MANOHLA DARGIS,Review: ‘Your Name’ Takes Adolescent Identity Crises to Extremes,2017-04-06,2017-04-07
235,Graduation,R,1,A.O. SCOTT,Review: ‘Graduation’ and the Anguish of Living Vicariously,2017-04-06,
236,The Transfiguration,,0,ANDY WEBSTER,"Review: In ‘The Transfiguration,’ Coping With Bullies and Craving Blood",2017-04-06,
237,Speech & Debate,PG-13,0,NEIL GENZLINGER,Review: 3 Teenagers Seek a Voice in ‘Speech & Debate’,2017-04-06,2017-04-07
238,Going in Style,PG-13,0,NEIL GENZLINGER,Review: ‘Going in Style’ Proves Crime Has No Age Limit,2017-04-06,2017-04-07
239,Their Finest,R,0,MANOHLA DARGIS,Review: Carrying On and Making Movies in ‘Their Finest’,2017-04-06,2017-04-07
240,Queen of the Desert,PG-13,0,BEN KENIGSBERG,Review: Gertrude of Arabia in ‘Queen of the Desert’,2017-04-06,
241,Colossal,R,0,A. O. SCOTT,"Review: ‘Colossal,’ With Anne Hathaway, Jason Sudeikis and Giant Monsters",2017-04-06,
242,Gifted,PG-13,0,NICOLE HERRINGTON,Review: A ‘Gifted’ Girl at the Center of a Custody Battle,2017-04-06,2017-04-07
243,The Ticket,Not Rated,0,JEANNETTE CATSOULIS,"Review: Out of the Dark, Temptation Abounds in ‘The Ticket’",2017-04-06,2017-04-07
244,Truman,,0,ANDY WEBSTER,Review: ‘Truman’ Focuses on a Man Whose Days Are Numbered,2017-04-05,
245,SHOT! The Psycho-Spiritual Mantra of Rock,,0,GLENN KENNY,"Review: ‘SHOT!,’ About the Man Who Captured Rock’s Famous Faces",2017-04-05,
246,The Assignment,R,0,GLENN KENNY,Review: Seeking Revenge for ‘The Assignment’ She Didn’t Want,2017-04-05,2017-04-07
247,i hate myself :),,0,JEANNETTE CATSOULIS,Review: Openly Inviting Ridicule in ‘i hate myself :)’,2017-04-05,0000-00-00
248,Five Came Back,,1,BEN KENIGSBERG,"Review: ‘Five Came Back,’ and Inspired the Likes of Spielberg",2017-03-30,2017-03-31
249,The Blackcoat's Daughter,R,1,JEANNETTE CATSOULIS,Review: ‘The Blackcoat’s Daughter’ Is Bewitching and Bloody,2017-03-30,
250,The Death of Louis XIV,,1,GLENN KENNY,Review: ‘The Death of Louis XIV’ Has a Riveting Performance at Its Heart,2017-03-30,
251,God Knows Where I Am,,1,ANDY WEBSTER,Review: A Descent Into Mental Illness in ‘God Knows Where I Am’,2017-03-30,
252,Ghost in the Shell,PG-13,0,MANOHLA DARGIS,"Review: In ‘Ghost in the Shell,’ a Cyborg With Soul",2017-03-30,2017-03-31
253,All This Panic,,0,JEANNETTE CATSOULIS,"Review: ‘All This Panic,’ a Cinematic Confidant of Teenage Girls",2017-03-30,2017-03-31
254,The Boss Baby,PG,0,NEIL GENZLINGER,"Review: ‘The Boss Baby’ Puts Alec Baldwin in Diapers, Sort Of",2017-03-30,2017-03-31
255,Carrie Pilby,,0,BEN KENIGSBERG,"Review: ‘Carrie Pilby,’ Saved by Bel Powley, Superhero",2017-03-30,
256,David Lynch - The Art Life,,0,BEN KENIGSBERG,Review: Before ‘Eraserhead’ There Was ‘David Lynch: The Art Life’,2017-03-30,
257,Here Alone,,0,JEANNETTE CATSOULIS,Review: ‘Here Alone’ Will Scare You With Menacing Little Jolts,2017-03-30,
258,Tony Conrad: Completely in the Present,,0,GLENN KENNY,"Review: Tony Conrad, ‘Completely in the Present’",2017-03-30,0000-00-00
259,Live Cargo,,0,ANDY WEBSTER,"Review: ‘Live Cargo,’ Human Trafficking, and Other Woes, in Paradise",2017-03-30,2017-03-31
260,Cezanne and I,R,0,STEPHEN HOLDEN,"Review: In ‘Cézanne et Moi,’ Zola and the Artist Are Pals. However ...",2017-03-29,2017-03-31
261,The Discovery,,0,NEIL GENZLINGER,"Review: ‘The Discovery’ of an Afterlife, Then the Suicides",2017-03-29,
262,The Zookeeper's Wife,PG-13,0,STEPHEN HOLDEN,"Review: In ‘The Zookeeper’s Wife,’ the Holocaust Seems Tame",2017-03-29,2017-03-31
263,Karl Marx City,,1,A.O. SCOTT,Review: ‘Karl Marx City’ Revisits the Everyday Terror of Dictatorship,2017-03-28,2017-03-29
264,Phillauri,,0,ANDY WEBSTER,"Review: ‘Phillauri,’ an Indian Rom-Com With an Epic Sweep",2017-03-26,2017-03-24
265,Life,R,0,BEN KENIGSBERG,"Review: In ‘Life,’ Extraterrestrial Fun, Until Someone Gets Hurt",2017-03-23,2017-03-24
266,I Called Him Morgan,,0,A.O. SCOTT,"Review: ‘I Called Him Morgan,’ a Jazz Tale of Talent and Tragedy",2017-03-23,2017-03-24
267,American Anarchist,,0,BEN KENIGSBERG,Review: ‘American Anarchist’ Is a Frustrating Study in Denial,2017-03-23,
268,CHIPS,R,0,JEANNETTE CATSOULIS,"Review: In ‘CHIPS,’ Blown-Up Cars Overshadow Buddy Cops",2017-03-23,2017-03-24
269,Dig Two Graves,,0,ANDY WEBSTER,"Review: ‘Dig Two Graves,’ but the Goodbye Is Only Temporary",2017-03-23,2017-03-24
270,In Search of Israeli Cuisine,,0,NEIL GENZLINGER,Review: ‘In Search of Israeli Cuisine’ Isn’t Just About Food,2017-03-23,2016-01-28
271,Power Rangers,PG-13,0,ANDY WEBSTER,"Review: ‘Saban’s Power Rangers,’ With a Color-Coded Makeover",2017-03-23,2017-03-24
272,Prevenge,,1,JEANNETTE CATSOULIS,"Review: ‘Prevenge,’ Orchestrated by a Fiendish Fetus",2017-03-22,2017-03-24
273,Wilson,R,0,A.O. SCOTT,"Review: ‘Wilson,’ With Woody Harrelson as a Misanthrope",2017-03-22,2017-03-24
274,"I, Olga Hepnarová",,0,GLENN KENNY,"Review: ‘I, Olga Hepnarova,’ Carrying Out a Vow of Vengeance",2017-03-22,2017-03-24
275,"A Woman, a Part",,0,JEANNETTE CATSOULIS,"Review: ‘A Woman, a Part’ and a Quest to Reconnect",2017-03-21,2017-03-22
276,Song to Song,R,1,MANOHLA DARGIS,"Review: ‘Song to Song,’ Terrence Malick’s Latest Beautiful Puzzle",2017-03-16,2017-03-17
277,Taipei Story,,1,GLENN KENNY,"Review: One Couple’s Promising ‘Taipei Story,’ Slowly Undermined",2017-03-16,
278,P.S. Jerusalem,,1,BEN KENIGSBERG,"Review: A Return Home Defies a Father’s Wish in ‘P.S. Jerusalem,’",2017-03-16,
279,T2 Trainspotting,R,1,JEANNETTE CATSOULIS,Review: ‘T2 Trainspotting’: Time to Pay the Piper,2017-03-16,2017-03-31
280,Actor Martinez,,0,ANDY WEBSTER,Review: Fiction and Nonfiction Blur in ‘Actor Martinez’,2017-03-16,2017-03-10
281,Atomica,,0,ANDY WEBSTER,"Review: In ‘Atomica,’ Hunting for Clues in a Nuclear Waste Zone",2017-03-16,2017-03-17
282,Betting on Zero,,0,BEN KENIGSBERG,Review: ‘Betting on Zero’ Tracks a Crusade Against Herbalife,2017-03-16,2017-03-17
283,Mean Dreams,R,0,ANDY WEBSTER,Review: ‘Mean Dreams’ Presents Lovers on the Lam With Quiet Skill,2017-03-16,2017-03-17
284,The Show About the Show,,0,GLENN KENNY,Review: A Provocateur’s Recounting in ‘The Show About the Show’,2017-03-16,2017-03-10
285,Tickling Giants,,0,KEN JAWOROWSKI,"Review: ‘Tickling Giants’ Made It in Egypt, but They Weren’t Laughing",2017-03-16,
286,After the Storm,,1,GLENN KENNY,Review: Intimate Struggles Come to Life in ‘After the Storm’,2017-03-15,2017-03-17
287,The Belko Experiment,R,0,GLENN KENNY,Review: ‘The Belko Experiment’: Kill or Be Killed,2017-03-15,2017-03-17
288,The Devil's Candy,,0,JEANNETTE CATSOULIS,Review: Malevolent Energy in the Form of ‘The Devil’s Candy’,2017-03-15,
289,Frantz,PG-13,1,STEPHEN HOLDEN,"Review: ‘Frantz,’ a Mysterious Frenchman and the Wounds of War",2017-03-14,
290,Badrinath Ki Dulhania,,0,RACHEL SALTZ,"Review: In ‘Badrinath Ki Dulhania,’ Boy Meets Girl (and Learns to Respect Her)",2017-03-12,2017-03-10
291,Raw,R,1,JEANNETTE CATSOULIS,"Review: Give a Student Some Offal, and You’ll Regret It in ‘Raw’",2017-03-09,2017-03-10
292,Personal Shopper,R,1,A.O. SCOTT,Review: Kristen Stewart Is Entrancing as a Haunted ‘Personal Shopper’,2017-03-09,2017-03-10
293,Brimstone,R,0,MANOHLA DARGIS,"Review: In ‘Brimstone,’ the B Is for Bleak, Brutal and Bloody",2017-03-09,
294,Canners,,0,A.O. SCOTT,"Review: In ‘Canners,’ One Man’s Trash Is Another’s Nickel Treasure",2017-03-09,2017-03-01
295,This Beautiful Fantastic,PG,0,NEIL GENZLINGER,"Review: In ‘This Beautiful Fantastic,’ a Gardener Blooms",2017-03-09,
296,The Other Half,,0,ANDY WEBSTER,Review: A Combustible Pair Find Love in ‘The Other Half’,2017-03-09,
297,The Ottoman Lieutenant,R,0,NEIL GENZLINGER,"Review: Love as the World Wars, in ‘The Ottoman Lieutenant’",2017-03-09,2017-03-10
298,Who's Crazy?,,0,GLENN KENNY,Review: The Soundtrack Is the Star of ‘Who’s Crazy?’,2017-03-09,2017-03-10
299,The Sense of an Ending,PG-13,0,GLENN KENNY,"Review: ‘The Sense of an Ending,’ and the Elusiveness of Truth",2017-03-09,2017-03-10
300,Kong: Skull Island,PG-13,0,MANOHLA DARGIS,Review: ‘Kong: Skull Island’ Crosses a 1933 Classic With ‘Apocalypse Now’,2017-03-09,2017-03-10
301,Suntan,Not Rated,1,GLENN KENNY,"Review: Seduced by Youth in ‘Suntan,’ and Refusing to Let Go",2017-03-08,
302,Uncertain,,1,KEN JAWOROWSKI,"Review: ‘Uncertain,’ a One-of-a-Kind Texas Town on the Brink",2017-03-08,
303,My Scientology Movie,Not Rated,0,JEANNETTE CATSOULIS,"Review: ‘My Scientology Movie,’ an Offbeat Inquiry",2017-03-08,2017-03-10
304,Beauty and the Beast,PG,1,A.O. SCOTT,Review: ‘Beauty and the Beast’ Revels in Joy and Enchantment,2017-03-03,2017-03-17
305,Apprentice,,1,STEPHEN HOLDEN,"Review: In ‘Apprentice,’ Teaching the Fine Art of Execution",2017-03-02,2017-03-03
306,Donald Cried,,1,STEPHEN HOLDEN,"Review: Reunited, and It Feels So Awkward in ‘Donald Cried’",2017-03-02,
307,Junction 48,,1,BEN KENIGSBERG,Review: ‘Junction 48’: An Arab Rapper’s Refuge Amid Charged Politics,2017-03-02,
308,Catfight,,1,JEANNETTE CATSOULIS,Review: Sandra Oh and Anne Heche in One Ferocious ‘Catfight’,2017-03-02,
309,The Last Word,R,0,MANOHLA DARGIS,Review: Shirley MacLaine Wants ‘The Last Word’? She Should Have It,2017-03-02,2017-03-03
310,The Settlers,,0,HELEN T. VERONGOS,Review: Israel Is the Focus of ‘The Settlers’ and ‘Ben-Gurion: Epilogue’,2017-03-02,
311,"Ben-Gurion, Epilogue",,0,HELEN T. VERONGOS,Review: Israel Is the Focus of ‘The Settlers’ and ‘Ben-Gurion: Epilogue’,2017-03-02,2017-03-03
312,The Human Surge,,0,GLENN KENNY,Review: Pursuing (Cyber) Connections in ‘The Human Surge’,2017-03-02,
313,Love & Taxes,,0,KEN JAWOROWSKI,Review: It’s All Mirth and Taxes in ‘Love & Taxes’,2017-03-02,
314,Nakom,,0,BEN KENIGSBERG,"Review: A Father Dies, and Duty Weighs on a Son in ‘Nakom’",2017-03-02,2017-03-03
315,Table 19,PG-13,0,JEANNETTE CATSOULIS,"Review: At ‘Table 19,’ Random Wedding Guests Straining to Laugh",2017-03-02,2017-03-03
316,Water & Power: A California Heist,,0,JEANNETTE CATSOULIS,"Review: ‘Water & Power: A California Heist,’ With Citizens in the Crossfire",2017-03-02,
317,The Shack,PG-13,0,NEIL GENZLINGER,Review: A Crisis of Faith and a Trip to God’s B&B in ‘The Shack’,2017-03-02,2017-03-03
318,Logan,R,0,MANOHLA DARGIS,"Review: In ‘Logan,’ a Comic-Book Stalwart Turns Noirish Western",2017-03-02,2017-03-03
319,Before I Fall,PG-13,0,A.O. SCOTT,"Review: ‘Before I Fall,’ a Melodramatic ‘Groundhog Day’",2017-03-01,2017-03-03
320,Wolves,,0,NEIL GENZLINGER,"Review: In ‘Wolves,’ a High School Athlete Can’t Outrun Clichés",2017-03-01,2017-03-03
321,Kiki,,0,GLENN KENNY,"Review: ‘Kiki’: The Vogueing Scene, Still a Refuge for Gay and Transgender Youth",2017-02-28,2017-03-01
322,Contemporary Color,PG-13,0,GLENN KENNY,"Review: ‘Contemporary Color,’ David Byrne’s Ode to Color Guards",2017-02-28,
323,Get Out,R,1,MANOHLA DARGIS,"Review: In ‘Get Out,’ Guess Who’s Coming to Dinner? (Bad Idea!)",2017-02-23,2017-02-24
324,Les Hautes Solitudes,,0,MANOHLA DARGIS,"Review: ‘Les Hautes Solitudes,’ the Silent Sides of Jean Seberg (Mostly)",2017-02-23,
325,Dying Laughing,,0,STEPHEN HOLDEN,"Review: ‘Dying Laughing,’ About Bombing Onstage, or, Conversely, Killing",2017-02-23,2017-02-24
326,The Girl With All the Gifts,R,0,A.O. SCOTT,"Review: ‘The Girl With All the Gifts,’ and an Appetite for Flesh",2017-02-23,
327,Punching Henry,,0,STEPHEN HOLDEN,"Review: ‘Punching Henry,’ a Nice Guy Who’s Just Asking for It",2017-02-23,
328,As You Are,,0,GLENN KENNY,"Review: In ‘As You Are,’ a Nod to Nirvana, and a Loaded Gun",2017-02-23,2017-02-24
329,Bitter Harvest,R,0,JEANNETTE CATSOULIS,Review: ‘Bitter Harvest’ Offers a Clunky Lesson in Ukrainian History,2017-02-23,2017-02-24
330,Paraguay Remembered,,0,GLENN KENNY,"Review: In ‘Paraguay Remembered,’ Does Time Heal All Wounds?",2017-02-23,2017-02-24
331,My Life as a Zucchini,PG-13,0,A.O. SCOTT,"Review: ‘My Life as a Zucchini,’ an Oscar Nominee With Depth and Soul",2017-02-23,2017-02-24
332,Rock Dog,PG,0,NEIL GENZLINGER,Review: Guard the Sheep? He’d Rather Be a ‘Rock Dog’,2017-02-23,2017-02-24
333,From Nowhere,,1,STEPHEN HOLDEN,"Review: Immigrants ‘From Nowhere,’ Anxiously Living Under the Radar",2017-02-16,2017-02-17
334,Lovesong,,1,STEPHEN HOLDEN,Review: Two Friends Dance a Wary Tango in ‘Lovesong’,2017-02-16,2017-02-17
335,Fist Fight,R,0,A.O. SCOTT,Review: Ice Cube and Charlie Day Face Off in ‘Fist Fight’,2017-02-16,2017-02-17
336,American Fable,,0,MANOHLA DARGIS,"Review: ‘American Fable,’ Pastoral With a Wolf Howling",2017-02-16,2017-02-17
337,In Dubious Battle,R,0,STEPHEN HOLDEN,Review: James Franco Tackles Steinbeck’s ‘In Dubious Battle’,2017-02-16,
338,How Heavy This Hammer,,0,GLENN KENNY,"Review: In ‘How Heavy This Hammer,’ Life Takes a Toll on Dad",2017-02-16,2017-02-17
339,Keep Quiet,,0,GLENN KENNY,Review: An Anti-Semite Learns of His Jewish Roots in ‘Keep Quiet’,2017-02-16,2017-02-10
340,My Name Is Emily,,0,JEANNETTE CATSOULIS,"Review: Saving Dad, and Finding Herself, in ‘My Name Is Emily’",2017-02-16,2017-02-17
341,You’re Killing Me Susana,,0,BEN KENIGSBERG,"Review: In ‘You’re Killing Me Susana,’ Fidelity Is Up for Debate",2017-02-16,
342,Everybody Loves Somebody,PG-13,0,JEANNETTE CATSOULIS,"Review: ‘Everybody Loves Somebody,’ a Rom-Com With Bite",2017-02-16,2017-02-17
343,The Great Wall,PG-13,0,MANOHLA DARGIS,Review: Matt Damon Battles Clusters of Monsters in ‘The Great Wall’,2017-02-16,2017-02-17
344,A Cure for Wellness,R,0,A.O. SCOTT,Review: ‘A Cure for Wellness’ Is a Riot of Film References. With Eels.,2017-02-16,2017-02-17
345,Kedi,Not Rated,1,GLENN KENNY,"Review: Cute Cats of ‘Kedi,’ Rekindling a ‘Love of Life’",2017-02-09,2017-02-10
346,A United Kingdom,PG-13,1,GLENN KENNY,Review: ‘A United Kingdom’ With Love That Tested Racial Tolerance,2017-02-09,2017-02-10
347,Sex Doll,,0,BEN KENIGSBERG,"Review: ‘Sex Doll,’ a High-End Prostitute With a Persistent Follower",2017-02-09,
348,I Am Jane Doe,,0,JEANNETTE CATSOULIS,Review: ‘I Am Jane Doe’ Takes Aim at Escort Ads,2017-02-09,2017-02-10
349,Land of Mine,R,0,A.O. SCOTT,"Review: ‘Land of Mine,’ an Oscar Nominee, Explores Postwar Perils and Ethics",2017-02-09,
350,Don’t Hang Up,R,0,NEIL GENZLINGER,Review: ‘Don’t Hang Up’ Has a Menace on the Line,2017-02-09,2017-02-10
351,Stray Bullets,,0,KEN JAWOROWSKI,Review: Juggling ‘Stray Bullets’ and Homework,2017-02-09,
352,Eagles of Death Metal,,0,NEIL GENZLINGER,Review: ‘Eagles of Death Metal’ Revisits the Paris Terror Attack,2017-02-09,2017-02-10
353,Fifty Shades Darker,R,0,MANOHLA DARGIS,"Review: ‘Fifty Shades Darker,’ and Only Half as Watchable",2017-02-09,2017-02-10
354,The Island Funeral,,0,GLENN KENNY,Review: ‘The Island Funeral’ Goes on a Restless Road Trip,2017-02-09,2017-02-09
